# Canonical LC-to-template routing table.  One non-comment row per non-gap official problem.
# Columns: chapter<TAB>template_item<TAB>lc_problem<TAB>mapping_confidence
03	3.6.009	data_structure/point_set_range_frequency	audited
03	3.6.014	data_structure/predecessor_problem	audited
03	3.7.001	data_structure/line_add_get_min	audited
03	3.7.007	data_structure/deque_operate_all_composite	audited
03	3.7.007	data_structure/queue_operate_all_composite	audited
03	3.7.009	data_structure/dynamic_point_set_rectangle_affine_rectangle_sum	audited
03	3.7.010	data_structure/segment_add_get_min	audited
03	3.9.001	data_structure/ordered_set	audited
04	4.1.003	string/zalgorithm	audited
04	4.1.004	string/enumerate_palindromes	audited
04	4.1.006	string/lyndon_factorization	audited
04	4.1.007	string/runenumerate	audited
04	4.1.011	string/wildcard_pattern_matching	audited
04	4.2.002	string/aho_corasick	audited
04	4.3.002	string/suffixarray	audited
04	4.3.004	string/longest_common_substring	audited
04	4.3.004	string/number_of_substrings	audited
04	4.4.001	string/eertree	audited
04	4.4.002	string/palindromes_in_deque	audited
04	4.5.007	string/prefix_substring_lcs	audited
05	5.2.001	graph/shortest_path	audited
05	5.2.010	graph/k_shortest_walk	audited
05	5.3.001	graph/scc	audited
05	5.3.004	graph/two_edge_connected_components	audited
05	5.3.005	graph/biconnected_components	audited
05	5.3.011	graph/connected_components_of_complement_graph	audited
05	5.3.012	graph/incremental_scc	audited
05	5.3.013	graph/three_edge_connected_components	audited
05	5.4.001	other/two_sat	audited
05	5.5.001	graph/minimum_spanning_tree	audited
05	5.5.008	graph/directedmst	audited
05	5.5.009	graph/minimum_steiner_tree	audited
05	5.5.011	graph/incremental_minimum_spanning_forest	audited
05	5.5.012	graph/minimum_diameter_spanning_tree	audited
05	5.6.003	graph/bipartitematching	audited
05	5.6.005	graph/assignment	audited
05	5.6.006	graph/bipartite_edge_coloring	audited
05	5.6.008	graph/maximum_independent_set	audited
05	5.7.001	graph/general_matching	audited
05	5.7.006	graph/general_weighted_matching	audited
05	5.8.011	graph/min_cost_b_flow	audited
05	5.8.012	graph/global_minimum_cut_of_dynamic_star_augmented_graph	audited
05	5.9.001	graph/eulerian_trail_directed	audited
05	5.9.001	graph/eulerian_trail_undirected	audited
05	5.9.003	graph/counting_eulerian_circuits	audited
05	5.9.006	graph/counting_c4	audited
05	5.9.006	graph/enumerate_triangles	audited
05	5.9.007	graph/cycle_detection	audited
05	5.9.007	graph/cycle_detection_undirected	audited
05	5.10.001	graph/chordal_graph_recognition	audited
05	5.10.003	graph/dominatortree	audited
05	5.10.006	graph/enumerate_cliques	audited
05	5.10.008	graph/chromatic_number	audited
05	5.10.010	graph/chromatic_polynomial	audited
05	5.10.013	graph/st_numbering	audited
05	5.10.014	graph/tree_decomposition_width_2	audited
05	6.4.006	graph/dynamic_graph_vertex_add_component_sum	audited
05	8.2.011	graph/counting_spanning_tree_directed	audited
05	8.2.011	graph/counting_spanning_tree_undirected	audited
06	3.4.004	tree/cartesian_tree	audited
06	6.1.001	tree/tree_diameter	audited
06	6.1.002	tree/lca	audited
06	6.1.002	tree/jump_on_tree	audited
06	6.1.008	tree/rooted_tree_isomorphism_classification	audited
06	6.1.011	tree/common_interval_decomposition_tree	audited
06	6.2.001	tree/frequency_table_of_tree_distance	audited
06	6.2.002	tree/vertex_add_range_contour_sum_on_tree	audited
06	6.2.002	tree/vertex_get_range_contour_add_on_tree	audited
06	6.3.004	tree/point_set_tree_path_composite_sum	audited
06	6.3.004	tree/point_set_tree_path_composite_sum_fixed_root	audited
06	6.3.004	tree/tree_path_composite_sum	audited
06	6.3.004	tree/vertex_add_path_sum	audited
06	6.3.004	tree/vertex_add_subtree_sum	audited
06	6.3.004	tree/vertex_set_path_composite	audited
06	6.4.001	tree/dynamic_tree_vertex_add_path_sum	audited
06	6.4.001	tree/dynamic_tree_vertex_set_path_composite	audited
06	6.4.002	tree/dynamic_tree_subtree_add_subtree_sum	audited
06	6.4.002	tree/dynamic_tree_vertex_add_subtree_sum	audited
06	6.5.005	tree/rooted_tree_topological_order_with_minimum_inversions	audited
07	7.1.014	number_theory/kth_root_integer	audited
07	7.1.017	number_theory/gcd_of_gaussian_integers	audited
07	7.2.001	number_theory/enumerate_primes	audited
07	7.2.003	number_theory/primality_test	audited
07	7.2.004	number_theory/factorize	audited
07	7.3.006	number_theory/sum_of_totient_function	audited
07	7.3.008	number_theory/counting_primes	audited
07	7.3.009	number_theory/enumerate_quotients	audited
07	7.3.012	number_theory/dirichlet_convolution_and_prefix_sums	audited
07	7.3.012	number_theory/dirichlet_inverse_and_prefix_sums	audited
07	7.3.007	number_theory/sum_of_multiplicative_function	audited
07	7.3.007	number_theory/sum_of_multiplicative_function_large	audited
07	7.3.013	number_theory/counting_squarefrees	audited
07	7.4.001	number_theory/discrete_logarithm_mod	audited
07	7.4.003	number_theory/primitive_root	audited
07	7.4.004	number_theory/sqrt_mod	audited
07	7.4.005	number_theory/kth_root_mod	audited
07	7.4.006	number_theory/tetration_mod	audited
07	7.4.008	number_theory/discrete_logarithm_fixed_mod	audited
07	7.5.001	number_theory/sum_of_floor_of_linear	audited
07	7.5.004	number_theory/min_of_mod_of_linear	audited
07	7.5.005	number_theory/rational_approximation	audited
07	7.5.005	number_theory/stern_brocot_tree	audited
07	7.5.007	number_theory/two_square_sum	audited
07	8.2.007	number_theory/bernoulli_number	audited
07	13.1.009	number_theory/nim_product_64	audited
08	8.1.004	enumerative_combinatorics/binomial_coefficient	audited
08	8.1.003	enumerative_combinatorics/binomial_coefficient_prime_mod	audited
08	8.1.011	enumerative_combinatorics/q_binomial_coefficient_prime_mod	audited
08	8.2.004	enumerative_combinatorics/bell_number	audited
08	8.2.005	enumerative_combinatorics/stirling_number_of_the_first_kind	audited
08	8.2.005	enumerative_combinatorics/stirling_number_of_the_second_kind	audited
08	8.2.008	enumerative_combinatorics/montmort_number_mod	audited
08	8.2.009	enumerative_combinatorics/partition_function	audited
08	8.2.014	enumerative_combinatorics/stirling_number_of_the_first_kind_fixed_k	audited
08	8.2.015	enumerative_combinatorics/stirling_number_of_the_second_kind_fixed_k	audited
08	8.2.016	enumerative_combinatorics/stirling_number_of_the_first_kind_small_p_large_n	audited
08	8.2.017	enumerative_combinatorics/stirling_number_of_the_second_kind_small_p_large_n	audited
08	10.1.013	enumerative_combinatorics/sharp_p_subset_sum	audited
08	10.2.010	enumerative_combinatorics/factorial	audited
08	10.2.010	enumerative_combinatorics/many_factorials	audited
08	10.3.006	enumerative_combinatorics/number_of_increasing_sequences_between_two_sequences	audited
08	12.2.010	enumerative_combinatorics/number_of_subsequences	audited
09	9.1.001	linear_algebra/matrix_product	audited
09	9.1.001	linear_algebra/matrix_product_mod_2	audited
09	9.1.002	linear_algebra/pow_of_matrix	audited
09	9.1.005	linear_algebra/inverse_matrix	audited
09	9.1.005	linear_algebra/inverse_matrix_mod_2	audited
09	9.1.006	linear_algebra/matrix_det	audited
09	9.1.006	linear_algebra/matrix_det_arbitrary_mod	audited
09	9.1.006	linear_algebra/matrix_det_mod_2	audited
09	9.1.007	linear_algebra/characteristic_polynomial	audited
09	9.1.008	linear_algebra/sparse_matrix_det	audited
09	9.1.011	linear_algebra/adjugate_matrix	audited
09	9.1.012	linear_algebra/hafnian_of_matrix	audited
09	9.2.001	linear_algebra/matrix_rank	audited
09	9.2.001	linear_algebra/matrix_rank_mod_2	audited
09	9.2.001	linear_algebra/system_of_linear_equations	audited
09	9.2.001	linear_algebra/system_of_linear_equations_mod_2	audited
09	9.2.004	linear_algebra/intersection_of_f2_vector_spaces	audited
09	9.2.008	linear_algebra/pfaffian_of_matrix	audited
10	9.3.006	other/sum_of_exponential_times_polynomial	audited
10	9.3.007	other/sum_of_exponential_times_polynomial_limit	audited
10	10.1.003	convolution/convolution_mod	audited
10	10.1.004	convolution/convolution_mod_1000000007	audited
10	10.1.003	convolution/convolution_mod_large	audited
10	10.1.006	convolution/bitwise_and_convolution	audited
10	10.1.006	convolution/bitwise_xor_convolution	audited
10	10.1.010	convolution/gcd_convolution	audited
10	10.1.010	convolution/lcm_convolution	audited
10	10.1.011	set_power_series/subset_convolution	audited
10	10.1.012	convolution/min_plus_convolution_concave_arbitrary	audited
10	10.1.012	convolution/min_plus_convolution_convex_arbitrary	audited
10	10.1.012	convolution/min_plus_convolution_convex_convex	audited
10	10.1.013	set_power_series/exp_of_set_power_series	audited
10	10.1.013	set_power_series/log_of_set_power_series	audited
10	10.1.013	set_power_series/polynomial_composite_set_power_series	audited
10	10.1.014	convolution/multivariate_convolution	audited
10	10.1.014	convolution/multivariate_convolution_cyclic	audited
10	10.1.015	convolution/mul_mod2n_convolution	audited
10	10.1.016	convolution/convolution_F_2_64	audited
10	10.1.017	convolution/mul_modp_convolution	audited
10	10.1.018	convolution/convolution_mod_2_64	audited
10	10.2.002	polynomial/division_of_polynomials	audited
10	10.2.003	polynomial/inv_of_formal_power_series	audited
10	10.2.005	polynomial/exp_of_formal_power_series	audited
10	10.2.005	polynomial/log_of_formal_power_series	audited
10	10.2.005	polynomial/pow_of_formal_power_series	audited
10	10.2.005	polynomial/sqrt_of_formal_power_series	audited
10	10.2.007	polynomial/multipoint_evaluation	audited
10	10.2.008	polynomial/polynomial_interpolation	audited
10	10.2.009	polynomial/polynomial_taylor_shift	audited
10	10.2.009	polynomial/shift_of_sampling_points_of_polynomial	audited
10	10.2.011	set_power_series/power_projection_of_set_power_series	audited
10	10.2.012	polynomial/composition_of_formal_power_series	audited
10	10.2.012	polynomial/composition_of_formal_power_series_large	audited
10	10.2.014	polynomial/exp_of_formal_power_series_sparse	audited
10	10.2.014	polynomial/inv_of_formal_power_series_sparse	audited
10	10.2.014	polynomial/log_of_formal_power_series_sparse	audited
10	10.2.014	polynomial/pow_of_formal_power_series_sparse	audited
10	10.2.014	polynomial/sqrt_of_formal_power_series_sparse	audited
10	10.2.015	polynomial/factorization_of_polynomials	audited
10	10.2.015	polynomial/polynomial_root_finding	audited
10	10.2.016	polynomial/multipoint_evaluation_on_geometric_sequence	audited
10	10.2.016	polynomial/polynomial_interpolation_on_geometric_sequence	audited
10	10.2.017	polynomial/inv_of_formal_power_series_2d	audited
10	10.2.018	polynomial/product_of_polynomial_sequence	audited
10	10.2.019	polynomial/conversion_from_monomial_basis_to_newton_basis	audited
10	10.2.020	polynomial/inv_of_polynomials	audited
10	10.3.005	polynomial/compositional_inverse_of_formal_power_series	audited
10	10.3.005	polynomial/compositional_inverse_of_formal_power_series_large	audited
10	10.4.001	other/find_linear_recurrence	audited
10	10.4.005	other/kth_term_of_linearly_recurrent_sequence	audited
10	10.4.006	other/consecutive_terms_of_linear_recurrent_sequence	audited
11	5.5.006	geo/manhattanmst	audited
11	5.5.007	geo/euclidean_mst	audited
11	11.1.004	geo/sort_points_by_argument	audited
11	11.2.010	geo/count_points_in_triangle	audited
11	11.3.001	geo/static_convex_hull	audited
11	11.3.006	geo/furthest_pair	audited
11	11.3.013	geo/convex_layers	audited
11	11.4.006	geo/minimum_enclosing_circle	audited
11	11.5.001	geo/closest_pair	audited
14	14.1.001	big_integer/addition_of_big_integers	audited
14	14.1.019	big_integer/division_of_big_integers	audited
14	14.1.019	big_integer/multiplication_of_big_integers	audited
14	14.1.019	big_integer/addition_of_hex_big_integers	audited
14	14.1.019	big_integer/division_of_hex_big_integers	audited
14	14.1.019	big_integer/multiplication_of_hex_big_integers	audited
